Finally made it and well worth it,happy
Making an impression: MARCUS AGRIPPA bookshop. Spotted by Karl Galinsky.,nocode
The Top 5 Art shows 2C in London  ,nocode
"Simon, myself &amp; our New Knight Piano, destined for the Edge Practice Rooms. Thank you Kath &amp; Simon Arnold.",happy
Thanks to the wonderful artists who made us this fantastic lantern!,happy
We are thrilled to have Neil MacGregor here from the talking about Germany: Memories of a Nation. Sponsor -,happy
lindersterling's photo,nocode
Els frisos del Partenó... Maremeua!,nocode
Luke's friend Fudge,nocode
"Cool: putting 30,000 years, 25,000 digital images of African rock art online",happy
"Friday, 19/06/15 Speke Hall Friday, 19/06/15 Speke Hall",nocode
One of the most beautiful Places in London:,happy
Our book 'Alfred Wallis Cornish Primitive Painter' has 100 fabulous paintings,happy
:),happy
Can't wait to see Jackson Blind Spots w/ Sending all best wishes for the opening,happy
Can you help raise £1 million by July 2015! Visit,nocode
Hey :) Appreciate if u check out my first release.,not-relevant
An article on research featuring,nocode
(from the,happy
Join the protest tmrw in Trafalgar Sq from 5pm &amp; back the strikers who are out until 2 July,nocode
Magic Carpet Storytelling Sun morning,nocode
here for the second day in a row because you can never finish looking at the exhibits (at,happy
I'm on the science park if you want to grab a coffee!,not-relevant
Gotthard Boys viewing Agnolo Allegory at 1937,nocode
"Dear director, i really need to know...",nocode
Here's a reliquary head of St Eustace from It had bits from 9 saints in there (allegedly)!,happy|surprise
Duccio | Caro display open now,nocode
Off to for wanted to go for ages finishes next week,happy
It's at Sea slugs by PH Gosse. More here:,nocode
Summer at the Museums Gets Ready for Take Off! via,happy
The Spark: week of free workshops on social justice/debt 20-26 July,nocode
"Care to share the story of ""Waterloo Teeth""?",nocode
Great article about the wonderful,happy
Practising Artist required to run workshops Quote required. Deadline: Fri 26 June,nocode
"One of my best London memories, thank you 😀",happy
allezlesbleus,nocode
I used this portrait to explain to staff about symbolism and art of knowing your client. The clues are all there! Love it,happy
Incredible!,happy
of © by Gabriela Fulanty,nocode
It was correct.,nocode
"Farron Gorey selfies before his performance at Mbantua Festival, Alice Springs",nocode
Strikers at -sponsored protest against,angry
obviously! I'll come home next month for it. Yay,happy
I won't be seeing the Goya. After 50 years of pictures NGL on my pariah list until Candy reinstated,angry
So then: With communication being awful and battle fields open for even beer sellers: why did /,nocode
,nocode
opened at St Pancras in 1998! Learn more about our shared history,nocode
Beautifully Balanced I know of being stung while in trance. I swotted 'bees' with Jackal's tail,nocode
"I'm at in London, Greater London",nocode
"Enchanting mythologically inspired Renaissance jewellery! ~ ""WoW!"" I love the mermaid riding a seahorse &lt;3",happy
Member's Preview of yesterday at FANTASTIC exhibition - congratulations!,happy
&amp; dancers have arrived Glad to have you in residence till Touch Diraies premier 9th July,happy
"Neil MacGregor delivering today on ""Symbols of a Nation"":",nocode
Visited the exhibit today at So much culture and history in one room,happy
Kids (and their parents) can discover Henry VIII 's life and his fellow Francis I of France,nocode
View from,nocode
install pairs Bacon’s Study for a Portrait W sounds of silence,nocode
"My kids have special names for . Mike the Knight Museum, Dinosaur Museum &amp; Museum of Cold Places",happy
of England Edward I born in 1239. amedieval seal from his reign,nocode
Why Jackson gave up painting... MUST: 'Blind Spots' at 30 Jun-18 Oct,nocode
Lessons in Death and Living reflects on relevance of paintings of death for us today,nocode
They're so cute!,happy
Gosh periscope is definitely on trend. High profile people using it and I have not even tried it yet.,surprise
Breathtaking display but nothing makes me swoon like the Barberini Faun,happy
"I forget the correct hashtag, but was about how the could move towards a better future in the digital age. Was cool!",happy
Beautiful post!,happy
The - a perfect haven on a rainy London Sunday,happy
الله اكبر علي الليبين,nocode
Blog post: how not to engage with an angry audience. brushes questions aside,angry
The Astronomers of Babylon (explorable website) by,nocode
"Did Napoleon's uniform survive... &amp; if so, where is it now?",nocode
Day 1 of filming today... I will be visiting and many more places!,happy
Great update! It's now featured on on,happy
"'　　,⌒ 、 ＿／/＿_\＼＿ '乛彡ㅎ_ㅎ 乛 ,,= 乀_-丿=,、 ／/ \＼^　\＼ ＼二:\ ＼:)/／ 　/' ／^＼ \ （／\ ｜ /＼) .　/二｜二\ 　　_|｜|_ 　（＿/\＿)",nocode
Take a virtual tour of 18 rooms at the,nocode
💘💘💘,not-relevant
Exhibition sounds fab -,happy
More on Napoleon by at the tonight at 6.30pm,nocode
yes please! Saw his show years ago.,happy
Wimbledon join and the in the list of destinations that are clamping down on selfie sticks,nocode
to take part in Subject Taster Week in Sept for post 16 students,nocode
,nocode
(not the real one - promise!),happy
does it mean the justifies Elgin's theft as he was protecting the from the Ottomans occupation of,nocode
thanks Bobby. I'm heading to London in a couple of weeks - I'll take a look. ELC,happy
at looks at how ancient Greeks used human body as object of beauty &amp; bearer of meaning,nocode
"Omg, he looks totally like Al Pacino!",surprise
,not-relevant
Are the Rothschild bronzes by is holding a conference to find out,nocode
BAM construction wins contract to extend and refurbish Tate St Ives,nocode
We hope that Y12 history of art pupils enjoy their visit to today,happy
Thank you very much!,happy
"If you studied the OU's Introduction to Humanities, you'll know this painting well",nocode
Researcher discussed 3D imaging cultural heritage on our pod,nocode
I picture it waiting to be rescued from an ancient attic....thank you!,happy
tx,nocode
I just told &amp; to Sponsorship. Join me:,angry
la prossima volta? 😭😭😭😭 alla fine i libri fanno male??dove lo trovo un jamie??nemmeno uno vagamente simile....,nocode
"War, by Henri Rousseau 1891 Oil on Canvas",nocode
"St Botolph's Priory, remains of Tudor Henry VIII was crowned king in 1509.""",nocode
The shit of kings frightened by Napoleon.,nocode
thank you for a fascinating scope,happy
interesting broadcast with - but landscape format very difficult to view on phones - please amend,happy|sad
Pretty cool up right now at the Polar Museum in Cambridge (pun semi-intended...),happy
I've won two free tickets to the private viewing of the Jackson Pollock exhibition can't wait!!!!! 😊,happy
Who's going to the Jackson Pollock PV tonight? Great piece on why he gave up painting:,happy
"Состояние - фантастика, 14-й век !!!",not-relevant
New on the blog: Richard Parkinson discusses sexual identity,nocode
"Now for the keynote of the Piero della Francesca conference, by James R. Banker",nocode
It's a great day to with both &amp; opening their Twitter doors for live questions&gt;,happy
If open &amp; I was in London I would have a nose at or always,nocode
real sisters,not-relevant
We won't stop til dumps Fill in a feedback form when you're there &amp; watch this space:,angry
hurry up and email us your contact number &amp; age for a chat! Time is running out...! E: Pls RT!,not-relevant
Here cutting his hair in renunciation,nocode
All I can say is WOW - Your groundbreaking exhibition is fantastic,happy
"Save the date for Artist Talk: Svend Bayer Tues 14 July, 1.10pm",nocode
Really enjoyed the talk earlier today. His exhibition is truly stimulating!,happy
Currently to discuss with Should be interesting.,nocode
these are so beautiful!,happy
A great exhibit is the Lewis Chessmen.Terrific artistry - want to pick up a replica &amp; learn the game!,happy
Statue of Poseidon - National Museum Athens,nocode
students are a joy to be spending a day with,happy
Is he holding an orange? Someone had better watch out!,surprise
Get ready for the Artists Present w/ Beatrice Gibson+ Sarah Turner,nocode
Supercool !! You seriously rock :D,happy
Frames in Focus: Sansovino Frames ... and so much more at the National Gallery,nocode
"The Emperor in His Study at the Tuileries, (1812), Painted by of",nocode
Top 5 Art Shows to 2C in London this week,nocode
It would have been great to see that material approached using queer theory.,sad
Je ne savais pas qu’il existait une version précédente à celle et surtout si différente.,nocode
"Blind Spots, black paintings sounds fascinating, hope I can make the journey north",happy
Practising Artist required to run workshops Quote required. Deadline: Fri 26 June,nocode
From The Tomb Of — 1350 BC |,nocode
"UNESCO VENETO -THE OPERA collection, per cambiare la storia del Mondo,",nocode
a much welcomed change.,happy
triennial London Open celebrates creativity across the capital 15 July,nocode
Why do you appear to support privatisation? Why don't you value your staff more and support them?,angry
Jubilee Souvenir Badge,nocode
The Ratzingeriana is out! Stories via,happy
FABulous :-),happy
Thanks for lovely review!,happy
"in Italian ""Still Life"" is ""Natura Morta""= ""Dead Nature,""while they are more alive than ever....",nocode
collection in excellent company - thanks to all involved.,happy
ooh sounds good!,happy
"The 2rd GENOCIDE against as promised by has begun,3days of unreported aerial Bombardment in",not-relevant
Rosalba Carriera's Portrait has also retained its original Venetian 18th century frame,nocode
in art. Johannes Vermeer 1632-1675 A Lady seated at a Virginal,nocode
"Discount_Rayban_19,Online_31",nocode
Thresholds poet Sean Borodale's Bee Journal R3 listen again :,nocode
Tomorrow at talks about exhibition on Ming dynasty,nocode
"In the garden, yes! But not in the gallery. How will I restrain myself from patting 1946 ?",happy
w/ &amp; zada_beda feeling like 21st Century is underperforming &amp; not sure…,sad
Link por es el tuit más popular en mis 'news feed' de hoy,nocode
I look forward to congratulating you in person :-),happy
"Nicholas Penny, how does it feel to get a knighthood?!",nocode
One of my favourite paintings!,happy
so much Thursday fun!,happy
"Thank you, John!",happy
"Had a personal tour, no less... ;)",happy
Thanks for an inspiring day + warm welcome,happy
follow Friday!,nocode
"A ‘sparkling show’ of Turner, Singer Sargent, Cézanne watercolours Cambridge",happy
When will you reinstate Candy Udwin?,nocode
We should share this with DAN BAIRD ~ GOTHIC ARTIST this drawing is by artist SALVATOR ROSA born 1615 ~ ETCHING!,happy
NOTHING CHANGED % NON È CAMBIATO NULLA % НИЧЕГО НЕ ИЗМЕНИЛОСЬ (((((( NO HA CAMBIADO NADA,nocode
,not-relevant
Relics and experiments at Barbara Hepworth's studio in St Ives cornwall,nocode
What a beauty!,happy
"Approximately 25% less than he/she once ""urned"""" Precisely!",nocode
ATTN: Museum of stolen property. Hand back our culture.,angry
Strikers at -sponsored protest against,angry
"Hi, from the queue.",nocode
"never heard of it , next time i'm in uk will happy to visit:)",happy
"Sunset in the Auvergne, by Théodore Rousseau. Thought to be completed 1844",nocode
great to hear her talk about the event. I definitely left with a 'feeling of madness',happy
"So pleased our fav artist Richard Long wins award, incredible body of work in 'Time and Space'",happy
The chorus of,nocode
Great afternoon at exhibition with and :),happy
Rock art can be helpful in learning about different ways in which camels were used in 1st mill CE,nocode
"Hi, is it possible to make it clear that the Baroque Galleries open to public Fri June 19? Thanks!",nocode
"Great news, I've been taping the series and listening to BBC4 as well - fascinating and informative, many thanks!",happy
😢,nocode
"Born in 1898: artist M C Escher, representation of Tower of Babel",nocode
Volunteers needed for ARTIST ROOMS: Gerhard Richter Deadline: Thurs 3 Sept,not-relevant
So much teeth problems un ancient Egypt!!! 😁,surprise
"This is a real treat, full of inspiration from the Curious Beasts",happy
Thrilled to listen to erudite Neil MacGregor from talking about Germany,happy
speaking at the is pretty exciting / daunting... Still trying to decide whether to bring my Mummy or not! 😉,happy|surprise
by Nicholas Hilliard?,nocode
What lies beneath: drapery and the suggested form,nocode
Director Nicholas Penny is hosting twitter Q&amp;A on Tue 16th June 10.30am-11.30am info:,not-relevant
"Thanks, good article dau diary re her family",happy
Also enjoyed James Richards speaker-bombarding Francis Bacon with soundscape,happy
From The Tomb Of — 1350 BC |,nocode
Please follow contemporary conceptual paintings 2005 Visitor artist,nocode
Will someone take me to see the mummies at the please please please??? 🙏🏼,happy
Whale move again via,nocode
Engaging work from at,happy
Morning folks! Last week left for 13-18 year olds to win 2 free tix to Defining Beauty at Go to our Facebook page for info,nocode
Being good at hunting pays off. King kisses Tristram as a reward,happy
A good idea to refresh the perception of the collection or a modish attempt at trendiness?,nocode
speaking to the students at this morning,nocode
The 2 things that most moved Angela Merkel at the Germany show: Luther's Bible &amp; the model of the Friedrichstrasse station.,nocode
Two Britons held over Auschwitz theft,not-relevant
"This is one of my favourite paintings at the National Gallery, I know where it's hung. Beautiful!",happy
"Today, find us at Castle Hill Open Day 2015 at the Methodist Church. Serving 12-4.",nocode
that was a marvelous broadcast on Napoleon just now. Great use of this new service.,happy
"These two men in from Jebel Sahaba died 13,000 years ago, their bodies riddled with arrows.",nocode
at what time?,not-relevant
Find out how worked with FRESH with Tate Collective Liverpool | Circuit,nocode
"I'm at in London, Greater London",nocode
do you think that Napoleon lost because of Russian campain or Waterloo?,nocode
thank you for following me back. Well done for gathering such an interesting panel for,happy
The exquisite Bequest is absolutely exceptional. Not to be missed. &amp; it's free!,happy
Had a wonderful time with Thank you for having me!,happy
PLUS:) WILL MAKE RAINS in CALIFORNIA please CLEAN yours STREET DRAINERS AVOID FLOODS my HONEY$ HASKELL ART THANK YOU RT,not-relevant
Hi there! We've just created this guide of and mentioned you.,nocode
,happy
Link por es el tuit más popular en mis 'news feed' de hoy,not-relevant
"Plaga de orientales. (at in London, Greater London)",nocode
The Ligon/Pollock exhibition that opened today is one of the best in ages. Glenn Ligon also seems such a nice guy,happy
"Book for Making &amp; Promoting British Art Tues 23 June, 1.10pm, £2",nocode
He looks so happy......not.,nocode
I The National Gallery!,happy
brought son to see Stubbs - v disappointed by room closures re strike action- why close the most popular rooms?,sad|angry
The Alchemist by Pieter Bruegel the Elder for in,nocode
interesting variety,happy
Delicious Dorset crab with avocado and gazpacho the beautiful with,happy
,not-relevant
Looking forward to our public engagement event this evening,happy
Greatest car park attendant this country has ever seen.,happy
At listening to Ebb &amp; Flow summer with &amp; Gerald,nocode
Early morning viewing of Defining Beauty at quite the inspiration for the rest of the day. What a complete treat.,happy
"placing the trees on a diagonal axis, Rousseau conveys a sense of the wind For you,",nocode
something from ancient Egypt ?,nocode
Enjoying the afternoon at,happy
'I prefer to fast cars': fund manager helps British Museum buy Picasso works,nocode
look forward to visiting this week.,happy
Frames can be works of art on their own. Visit our free exhibition via,happy
I'm introducing Director Neil MacGregor-Germany:Memories of a Nation at tomorrow Come!,happy
finally visited the exhibition before it closed next week.. Well worth the trip to London. A brilliant time.,happy
"I'm at in London, Greater London",nocode
I have turned the exposure up on this painting to enable easier viewing.,nocode
¿Como se ve la serpiente mexica de dos cabezas a colores? En el nos enseñan,nocode
"If you haven't seen the Christopher Williams show it finishes this Sunday. Go. Really, go. GO.",happy
"Sad, but amazing and exciting things will be happening to !",happy
"he donated it to somebody, as i recall vaguely now",nocode
Portraiture is so fascinating...love all these hidden meanings! Thanks for the info!,happy
"Weekend getting better &amp; better, taking &amp; with his group.",happy
{ },nocode
thank you 😊,happy
"thank you for the RT, following you back, great to see represented at",happy
"After this weekend the 'Louvre of the pebble', closes for 2 years. Go visit while you have the chance!",nocode
What did they do with all the tourists?,nocode
Don's miss the showcase at on 1 July,nocode
"Muse, adult art group enjoy Watercolour painting inspired by visit Ruskin's Turner and Elements of Nature shows.",nocode
A rare delight to be in the when it is so quiet and the light of a summer's evening is so splendid,happy
yes i met her. We were tlkg abt the amazing number of visitors they got for,happy
Great Baramundi fish with Clive Loveless. Aboriginal art having a moment with show,happy
Ma­es­to­so.,nocode
Für alle Väter unter uns.,nocode
This is our final weekend before a 2 year closure to complete our building project. After Sunday we will be in other places,nocode
"I've been making some like-paintings photos. Pls, exibition would be possible?",not-relevant
British Museum: Abstract art: ornaments and aesthetics in Bronze Age Britain and Ireland,nocode
"The 2nd GENOCIDE against ,3days of unreported aerial Bombardment in CrossRiver",not-relevant
Watch a short of Piero della Francesca’s The Baptism of Christ — now at 11.20:49 CET,nocode
"Looking forward to - 'hear' the paintings, 'see' the sounds: how intriguingly enticing!",happy
Lo viste? El tuit más popular de hoy entre las personas que sigo por,nocode
St Ives Cornwall News is out! Stories via,happy
"That is a fascinating bit of art history. Thanks! I LOVE Albrecht Durer's art. Gloria Poole,RN,artist, Missouri",happy
St Conall Cael's Bell &amp; Shrine 6century Shrine 10 century Donegal County Museum on loan from,nocode
“Every good painter paints what he is.” Jackson coming soon,nocode
a chance to see artists (friends of ours),nocode
,angry
Search for your 'Treasured Possession' ; a museum with more treasures than you could imagine 🎎🎏🎭🗿📚📯🚋🏆,happy
"thanks. Like you say, you have to have a go :-)",happy
"And discussed further by Darren Pih, here: Richard Hawkins:",nocode
Spectacular gems and Renaisance jewellery at the new Waddesdon Bequest gallery . Go admire!,happy
"'Bonaparte's interview with the astronomer at Milan', c. 1800",nocode
Starting my sister's hen do was an excellent idea. V friendly security guards.,happy
We have a workshop coming up in your area! Please help us save our War Memorials!,nocode
I'm intrigued by the portraits and text on the walls of this picture &amp; the lady with the beans?,happy|surprise
I Love The National Gallery!,happy
"Visit Giovanni di Paolo's four panels including Birth of John the Baptist, 1454 :",nocode
Painter was in 1928,nocode
"I'm not sadly, at a session in run by about older people in museums :)",happy
Cambridge's world famous closes for two years for major redevelopment,nocode
In London today visiting Obligatory Great Court shot...,happy
Wow great to see it!! Hope to get new app up soon! ; ),happy
,nocode
Exquisite works by Paul Rubens presented by,happy
🛀🍞☕️📲🏢,nocode
What a bustling wind'r blowing in this amzing painting. Your senses almost feel the sea air,happy
I am now a proud member of if I could only work put how to book a ticket as a member ;0),happy
Thank you The first show saw 178 paintings being displayed! Several of them are known today,happy
From The Tomb Of — 1350 BC |,nocode
A real must-see 'Defining Beauty: The Body in Ancient Greek Art',happy
Top story: 'How tall was Napoleon? Did he say 'not tonight Jose… see more,nocode
BAME applicants esp welcome for 1 year cultural traineeship Deadline 30 June,not-relevant
"""Yes it's real &amp; not man made"" Discovered in 2012",nocode
a greave?,nocode
Incredible jewels at the 's new gallery.,happy
I will.,nocode
Aunt Fanny says there's a simply wizard Enid Blyton exhibition coming to,nocode
30 великих художников из собрания Лондонской ждут пока вы узнаете что-то новое о них.,nocode
What lies beneath: drapery and the suggested form via,nocode
“ I am angry more artists that have a profile are not speaking up,angry
"The body as beauty and bearer of meaning - Last few days of Defining Beauty, The Body in Ancient Greek Art exh - ends 5 Jul",nocode
Glowing 5 stars for - Jackson Pollock review – this is art as nervous breakdown ... and it's majestic,happy
,nocode
That's a cool Well done,happy
So tired after sleepover. No seats on train from London to Nottingham either! Didgeridoo man's dreamtime tales were great!,happy
What to do this weekend? Try staged photographs,nocode
final chance 30% off framed art - ends midnight tonight! 🌞 Enter SUNSHINE code 🌞,nocode
“ I am angry more artists that have a profile are not speaking up!,angry
reconnecting Mongolian &amp; Siberian people with their history: new exhibition River Stars Reindeer,nocode
250 000 mennesker så Balkes «Vardøhus Festning» i London. Nå er bildet tilbake i Bergen:,nocode
A tour of the inspirational town as a Tate Britain retrospective opens,nocode
shame about the idiots who post rude comments throughout!,sad
"I'm at in London, Greater London",nocode
Great insight into show &amp; the exhibitions exploring her art &amp;,happy
Interview with director previewing next month's extravaganza. See u at the 11/07,nocode
What better way to get creative inspiration than to go to the Museum ✨,happy
. LOVE Bomberg's ‘the new life should find its expression in a new art',happy
"Jacob van Ruisdael's ""A Rocky Hill with Three Cottages""",nocode
I never knew they had one!,nocode
stylish ceramics from a very talented artist,happy
Dr P - wouldn't you like to leave with a noble gesture? Stop support union.,angry
"This masterpiece, on loan to is at risk of being sold abroad.",nocode
press view with 3 LSAD graduates,nocode
Steve's UK art &amp; creative Daily is out! Stories via,nocode
awards,nocode
Volunteers needed for ARTIST ROOMS: Gerhard Richter Deadline: Fri 3 July,nocode
Day out with the Japanese Embassy and,nocode
that's fabulous! thanks :),happy
there's this ABBA song?,nocode
"Lessons in death and living 4 July, 2–4 with Jon Underwood &amp; Christina Bradstreet""",nocode
Last chance to catch Defining Beauty: The Body in Ancient Greek Art ★★★★★,nocode
"Weapons of resistance: Jandamarra, a hero of the Bunuba people via",nocode
of by (early from,nocode
Thanks for the recent follow Happy to connect :) have a great Sunday. (via,not-relevant
"Fabulous day with ... Greek beauty, Australia, Napoleonic propaganda &amp; so much more!",happy
Our festival returns on 18 Jul! Free events at &amp;,nocode
What a delicate delight for the eyes this is,happy
Fab Indigenous Australia exhibition do visit before it closes!,happy
That was fascinating! Thank you for posting!,happy
"It looks Egyptian, and judging from the shape, my guess is a mummified young crocodile.",nocode
Coming up this Sat! See you 1.30-4.30pm with some interesting material re architecture of,nocode
Brief visit to the and back home.,nocode
"I'm at in London, Greater London",nocode
As prepares to close for two years director is live 5.45,nocode
Fascinating mtg at to meet with curators &amp; mgmt to discuss closer working links with schools &amp; museum resources.,happy
with support from giving an insight to degree subjects. Post 16 'Subject Taster Week',nocode
How much did receive in sponsorship fees from Shell for branding the Rembrandt exhibition?,nocode
Went to the Indigenous Australians exhibition this evening - fascinating and fabulous - not too many dots,happy
,not-relevant
,nocode
"Ancient roman wedding ring from the . See the clasped hands, just like in the novel Summer of Fire",happy
one of my favorites also!,happy
Watch my report on at on,nocode
"Ragani Vasant, Manley Ragmala c 1610",nocode
Hey! Check out the national singing competition Open Mic UK! Open to all types of acts and all ages!,not-relevant
,not-relevant
"I'm at in London, Greater London",nocode
Sign up to e-news and you could win an DVD,nocode
It makes my heart sing to see the at the …,happy
Had a great tour of the with now at enjoying The Five service.,happy
Jim's bathroom where we find an old glass milk bottle filled with &amp;…,nocode
From to the World! exhibition opens tonight until October. Learn about the,nocode
nice one,happy
Thank you so much for your amazing 'Defining Beauty' exhibition. It's an aesthetic feast!,happy
Tomorrow opens 'Jackson Pollock: Blind Spots' at the,nocode
"The second GENOCIDE against as promised by has begun, 3 days of unreported aerial Bombardment in",not-relevant
Because today wasn't perfect enough: gelato affogato,happy
New trailer for Many Beautiful Things ft. released via,nocode
"By Gaye Sculthorpe, Curator for Oceania",nocode
how wonderfully unpopulated!,happy
are you saying you're not the Wicked Witch of the PNW but really Deborah the Good Witch of the UpperMW?,not-relevant
"Ceri-Anne, Arts Administrator &amp; me enjoying the ++ weather doing a recky for Castle Hill Open Day signs!",not-relevant
Don't miss James Richards's sonic installation of Francis Bacon's 1953 Study for a Portrait,nocode
Lovely day for thanks all,happy
From The Tomb Of — 1350 BC |,nocode
who owns all this Art?,nocode
fantastic!!,happy
"The history of avant-garde museology. in conversation Thur 2 July, 7pm",nocode
Link por es el tuit más popular en mis 'news feed' de hoy,nocode
e noi rispondiamo!,nocode
Discover The Arts with Social Media: NOHO Featured Artists Blandine Bardeau and Hermoine Carline 🎨,nocode
Helen Wilson talks about her CDA PhD work w/ Do innovative techniques add to,nocode
Off to London for and then to talk about 'Greek bodies' this evening. A day of bodies!,nocode
,nocode
Here's me trying a spot of life drawing at (fabulous) in Cambridge,happy
Art museums can open up a whole new world to our children via,happy
"15-25 and near today? Join in with RE-A-LINE: performance, talks and artist led workshops, 11.00-15.00:",nocode
"Thank you, Sir.",nocode
On my way to this morning for the press view of The new Jackson Pollock show,nocode
thanks a tonne! I also loved the podcast Neil MacG did on it - intriguing to say the least that a 'faery tale' was...real?!,happy
"Fascinating, thanks. What an odd place to exile anyone to!",happy
What can the Old Masters teach us about living a meaningful life? via,nocode
I think he was crowned in 1520.,nocode
An important talk.Would love to visit Haida Gwaii,happy
yes,not-relevant
,nocode
I've missed it too - will have to look for it next time ;),happy
So excited! Less than a week until the exhibition starts at 🎨,happy
Sooo,happy
Free CPD afternoon for 2016 'War Games' exhibition on Thurs 2 Jul from 4pm Details at,nocode
Looking forward to Amelia Smith speaking in 'CDA innovation showcase',happy
"The beauty exhibition was wonderful ,looking at the body in Greek art ,like being at home !",happy
Gloomy weather getting you down ☔️😞? Go to for their last day before 2 yr refurb; instant feel good fun,happy
and you could always read Art as Therapy,nocode
Absolutely amazing space and venue for ShakespeareanTCS summer drinks party,happy
"staff, trustees, managers should have an informal, friendly open chat. Why not? Clear air.",nocode
1 week left to apply for the Head of Marketing role Could you play a significant part in it's success?,not-relevant
"The 2nd GENOCIDE against as promised by has begun,3days of unreported aerial Bombardment in",not-relevant
then it's a must to take the time to take it all in,happy
"Art update! Ready for the new guests, hope they like them! poster",happy
Loved exhibit this aft although surprised that 1992 speech didn't feature in timeline,happy|surprise
yes a day is not enough... what is I have not heard of this,happy|surprise
latest blog shares an interesting article related to the exhibition about Durand-Ruel,nocode
British Museum: Bonaparte and the British,nocode
Steve's UK art &amp; creative Daily is out! Stories via,nocode
Fascinating! Thanks for posting this!,happy
View not bad from café either!,happy
good question - have an answer,nocode
"Summertime in Cambridge: flying, sitting around and ... singing.",happy
Have you got any interesting talks coming up? Feel free to add them to our site :),nocode
Inspiring architecture of the Saw the Rosetta Stone &amp; many cool treasures!…,happy
has it gone elsewhere for 2 years? Notice that has show.,nocode
THANK YOU SO MUCH 💖 X,happy
Learn more about black paintings in our stunning catalogue for show,nocode
"hundred, wool, scrlj",nocode
Great day so far!,happy
symbol frm the past. Attitudes of tolerance are never fixed. They are being constantly re-negotiated.,nocode
Don't miss the brilliant Christopher Williams show before it closes tomorrow.,nocode
Pop Up Dance by North Cambridge Accademy,nocode
so good to see the film. I missed them rolling down the hill in real time...,happy
"are hiring a Graduate Trainee: Fundraising. Paid, 1 year, full time. Deadline: 29/06/15",not-relevant
"Spent the morning learning about Fascinating and well-presented; a right balance of objects, info and interaction!",happy
Jackson Pollock: Blind Spots opens on 30 June. Can't wait.,happy
oops,nocode
Europa seems quite happy to be abducted by the bull (Zeus). :),happy
JUST REALIZED I WILL BE ABLE TO SEE THE EXHIBITION AT THE I AM SO HAPPY,happy
Working meeting at &gt; what a great start to the day,happy
‘soundscapes’ opens soon at — &amp; more:,nocode
it's a Mosque now,nocode
Barbara Pezzini lecture and modern British art' next Monday!,nocode
"Napoleon was defeated, but you british are afraid of him until today.",nocode
It's my local class.,nocode
Царь России грядущий Сергей Забабонов,not-relevant
such an interesting article about cabinets of curiosities 💙 📝 📎,happy
Drawings 'Defining Beauty' exhibition.,nocode
"Crumbs with Dudley, and posting Henry VIII, feel a bit threatened by my Museum tweets as a Catholic today :(",sad
yes please!,happy
"Take today with a visit to the art gallery. FREE admission, prints from the and so much more!",happy
"Wellcome to Instagram, Just in time for tomorrow :D",happy
Headless Ones. [photo],nocode
"I'm at in London, Greater London",nocode
"Syracuse's (the Greek colony) coin (Demareteion, BC 480), and Paolo Orsi Museum",nocode
"""Publishing Art Writing"" Sam Thorne Scorecard - 30 Critics cited (29 Male - 1 Female)",nocode
盾？ shields,nocode
Eliminating an ancient blinding scourge: trachoma in Africa talk from July 10,nocode
Anyone know any artists in China who need an assistant in Oct '15? Pls RT to spread the word!,not-relevant
Cambridge-bound to fulfill my lifelong dream of seeing the And maybe a punt.,happy
Looks interesting: upcoming Archaeology of Childhood (2016) exhibition at,happy
On tonight learn about the Irish at Waterloo with,nocode
All the best to Camden Family Learning for today's event,happy
Yup.,nocode
The Barbara Hepworth studios are a must if you visit,happy
Colbetween Dutch painters was common when Hackaert and Berchem painted 'A Stag Hunt in a Forest'.,nocode
Fantastic opening night for Sir Terry Frost. Wonderful curation by,happy
Today is the Feast Day of John the Baptist. Explore his life through art:,nocode
Kessel: Canaletto's 'The Feast Day of Saint Roch' from depicts a temporary exhibition,nocode
another picture from outside the,nocode
Really enjoyed the exhibition today. Now want to find out more :-),happy
is a of,nocode
"Thank you for posting this, it's amazing! I have shared on social media.",happy
"which led to 1st WW which led to Fascism, Stalin &amp; Hitler",nocode
,nocode
Happening today Booking essential,nocode
But she wouldn't mind!! Her St Ives garden is one of my favourite places ...,happy
&amp; caught amongst scrolls of Birds of in Helen's bedroom,nocode
"Gare Rue Verte, no.7 - Cyril Power c.1929",nocode
30 mins til 2 from - Dan Snow live on the 200th anniversary of in,nocode
"It really is a horrible thought - marginally better than having no teeth, I suppose...",nocode
Londres:,nocode
"strikers raise £1,000 on protest",angry
Will u do some posts of for Nat'l week 20-28th June?,nocode
"Stonehenge on summer solstice,sun rising behind slaughter stone,Bertram Buchanan 1889-1920 v",nocode
"I will! World Premiere was in Jan at , hopefully another screening soon!!",happy
Clandestine Pics Old Compton St Soho!,happy
Today's view,nocode
"hard to reduce the price of rail travel given it's, er, privatised...",not-relevant
Find great content producers on like,happy
very upset with your invigilators. Very rude arrogant when enforcing the no drinking rule.,angry
Lunch break 🐜🐜🐜,nocode
"I'm at in London, Greater London",nocode
Obligatory Great Court shot,nocode
Link del día! El link más popular entre la gente que sigo es por,not-relevant
- 3 exhibitions in 1 day. - breathtaking,happy
Today is the final day to enter our art DVD and book bundle giveaway: via,nocode
Wondrous day out in Liverpool with &amp; Mindart. Peter Blake's Razzle Dazzle Ferry &amp; Brilliant!,happy
hahaha they are still seriously beautiful and in my head they smell so strong I can smell them from here 😍xx,happy
